web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
"1556765435-2959,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Abby,""AWESOME, GREAT, AMAZING, LOVE IT"",17-Mar-14,This book was awesome I have read all the books I'm am just now starting  the 7th book of the series of the unfortunate events I can't wait to see what happens to them and the triplets and what count olaf will be dressed up as in the rest of the books,5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||
1556765439-2971|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|RKM|Five Stars|16-Apr-15|My son loved this book and series|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews||||
"1556765512-3309,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,D.Berdanis,""I agree, best yet"",16-Jan-06,Really enjoyed the addition of continuing characters (Esme) and the elevator shaft adventures were just plain cool.  Leaves me wanting to hurry and find out the answer to the hanging mysteries.  V.F.D.  The shaft from the elevator to the home.  Etc.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_46?ie=UTF8&filterByStar=five_star&pageNumber=46&reviewerType=all_reviews"||||||||||||
"1556765439-2977,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,AMAZING!!,13-Dec-17,""Such a well written book, I love the Netflix series and the books just do it more justice. On to the next one!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||
1556765446-3005|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|C. Chandler|Great Book!|6-Apr-08|My son is really enjoying reading this series of books.  He doesn't read much so it says a lot when he continues to read night after night.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||
1556765494-3223|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|amber|misfortune for the baudelaires is everywhere|30-May-05|after the bad time at the austre academy the baudelaires come to live with the squalors yet another misfortune happens in this story count olaf disguises himself as a in auctioneer his name was gunther just like all the other books they dont believe that all the disguises count olaf has been is really count olaf so the baudelaires have to prove they are right and have to live through all of this madness untill violet is of age unlike other authors lemony snicket is a sad author writing down this miserable story hope this was a good review for you|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=five_star&pageNumber=38&reviewerType=all_reviews||||
"1556765452-3031,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Diane Nauer,The Austere Academy,30-Dec-13,""I have only the best to say for this book. It has an excellent vocabulary. It is very sad, yet I could not stop reading until the end. Thank you Lemony Snicket for this excellent series!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"||||||||||||
1556765426-2916|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John P Nowell|Love this Series|22-Jan-14|I originally borrowed this series from a friend and fell in love and had to have my own copies! I have the entire series and read it yearly! I love the dark side but where good prevails!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||
"1556765510-3291,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Cumulonimbus Harpe,Totally Terrific,22-Jul-05,""The Austere Academy is the actual beginning to the the Baudelaire's adventures. In this book, they are sent to Prufrock Preperatory school where they encounter ugly wallpaper, violin recitals, S.O.R.E., the metric system, some new friends, and some crabs. At the end is where the quest for V.F.D. begins. If you are not into these books yet, here is where to start."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews"||||||||||||
1556765510-3298|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Courtney Cataldi|love it|19-Nov-18|I loved it so much it was breath taking because there is so mu ch suspense I am totally going to read all theLemony Snicket|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews||||
"1556765519-3336,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jill Nolen,You Gotta Read this Book!!!!,3-Jan-02,""I have read almost the whole series!!  Right now I am on the 6th book in the series, The Unfortunate Events.  I recommend the whole series to anyone that likes a book that keeps you on the edge!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&filterByStar=five_star&pageNumber=49&reviewerType=all_reviews"||||||||||||
"1556765492-3216,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Masselyn,""Great book...FUN, and great for a laugh"",20-Dec-01,""Granted, I know we should not be laughing at Violet, Klaus and Sunny...but I can not help laughing at Olaf.  Great villan, it was a hoot to see him dressed as """"Shirley"""" the receptionist in Book #4.  I dont know, however, if these are really books I would let my kids read.  I think there is TOO much humor that they can not, or perhaps should not appreciate.  The 9-12 age is a bit young, I might give this to someone in their teens.  But, then again the reading might be too easy for them.  I'm an adult, but a kid at heart. To me this is a great book that I can enjoy on my commute to work.  Nothing too heavy, but just enough enjoyment to make the minutes fly.  Thanks, Lemony.  Your a talented one!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&filterByStar=five_star&pageNumber=37&reviewerType=all_reviews"||||||||||||
1556765517-3327|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|B. Lee|Five Stars|14-Oct-14|wen I red the 6 # book I wos soooooooooooooooo icsidid to red the rest|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=five_star&pageNumber=48&reviewerType=all_reviews||||
1556765521-3345|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|D.|Love This Series!|12-Nov-08|Fabulous. I'm really looking forward to reading them to my daughter (currently aged 4 months).|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&filterByStar=five_star&pageNumber=50&reviewerType=all_reviews||||
"1556765483-3178,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Grade Six,A Lot of Mystery and High-Class Vocabulary,17-Sep-08,""Have you ever wondered what it would be like living as an orphan whose rich parents passed away in a terrible fire? Well Violet, Klaus, and Sunny know. Join them on their woeful adventures to different guardians in the Series of Unfortunate Events by Lemony Snicket. In the 5th book of this series (The Austere Academy) Violet, Klaus, and Sunny are at their 5th home, a low-class academy with mean kids, a mean principal, and bad lunches. Their awful Count Olaf (a master of disguise) is still trying to steal their fortune in this suspenseful tale."||||||||||||
||||||||||||
"Book #5, The Austere Academy,  is my favorite book in the series. This book has a lot of mystery and high-class vocabulary. It is mysterious how Lemony describes the school. It  looks like sad office buildings. Its motto is """"Remember, you'll die."""" It  made me think this school would be an unpleasant school. The vocabulary helped me a great deal to  understand what was  going on."||||||||||||
||||||||||||
Liam D.||||||||||||
Grade 6||||||||||||
"Ms. Kawatachi"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=five_star&pageNumber=33&reviewerType=all_reviews"||||||||||||
1556765535-3400|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sammie Jo|... and some others as a gift and he really enjoyed|2-Jul-18|I gave this and some others as a gift and he really enjoyed them|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&filterByStar=five_star&pageNumber=56&reviewerType=all_reviews||||
1556765470-3111|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jennifer L. Germann|Good book for kids|25-Dec-12|Good book for kids. both of my 11 year ols and 9 year old lkvd them. Their good for all ages!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=five_star&pageNumber=27&reviewerType=all_reviews||||
"1556765488-3195,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mara B.,Just When You Think It Can't Get Any Worse...,11-Apr-00,""it always does for the poor Baudelaire orphans.  Although they are polite children with pleasing facial features, their lives are destined to be filled with despair and woe.  Lemony Snicket's latest telling of their adventures is filled with much the same type of events as the previous  three tales.  Will Count Olaf appear in yet another fiendish disguise?  Will Mr. Poe continue to be lovably ineffectual?  As Sunny would say,  'Gack', which probably means something along the lines of """"Of course!  I wouldn't be surprised at all!""""  Fortunately, the Baudelaire children  are blessed with above average intelligence and research skills.  Readers  will find much to treasure in this witty volume detailing how the  Baudelaire orphans rescue themselves yet again from the schemes of Count  Olaf...Perfect for a rainy afternoon."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=five_star&pageNumber=35&reviewerType=all_reviews"||||||||||||
