web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href
1556763619-115|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Maddie Moo|The Bad Beginning|31-Dec-12|I rated this book five stars because of its phenomenal description and (if you know what I mean) it's horribly sad, yet satisfying story. This is a book I would recommend to anyone who doesn't mind a bad ending. Lemony Snicket is a great author, and this is one of the greatest books I have read. And, may I add that I could not put this book down until I had read the entire thing.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews
1556763610-79|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|P. Djiwatampu|Highly Recommended|15-Aug-12|"My Son is not into reading books so much, but after he read one book of the Series of Unfortunate Events, he got hooked. At first he read Book #2, then Book #8. He liked them so much, I decided to buy the whole series starting with Book#1. I read it myself and thoroughly enjoyed it.

The story is funny, engaging, hilarious, and learnt new words.

Highly recommended"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews
1556763750-705|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Thomas Harfel|Excellent|2-May-05|Lemony Snicket has the most unique writing style I have ever encountered. This book is absolutely fantastic and does not cause the reader to feel bored at all. The humor of the writing and the definitions of various words are very entertaining. The story is great as well. Excitement and laughter fill the pages, despite the author's quite depressing description of the story. Buy this book if you can. In fact, buy the entire series if possible.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_71?ie=UTF8&filterByStar=five_star&pageNumber=71&reviewerType=all_reviews
1556763767-784|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|An 8-year old reader|The Magnificent Beginning!|8-Aug-01|I loved this book, it was so amazing how the Baudelaire children delt with all there troubbles and still had those good times spent with a very good friend of theres.  I recomend to all of you out there THIS BOOK!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&filterByStar=five_star&pageNumber=79&reviewerType=all_reviews
1556763644-229|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Foreign Thoughts|Lemony Snicket rocks.|17-Feb-13|"Everybody should by this book it is the book of a lifetime!

I would say it is my favorite book.

I read this book and I wish I could go back in time and read it over and over again!This book changes your life!"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews
1556763745-681|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Noah Haiduc-Dale|Unfortunate is the mis-understanding of the bad reviews|28-Jul-00|What a book!  Snicket is amazing.  I cannot believe the bad reviews that this book has been given by other readers.  Obviously they are not capable of handling sarcastic humor.  IT IS FUNNY!  If you go into this book  expecting it to be a typical funny book, be prepared for something  different.  It is dismal and unhappy and because of the way Snicket deals  with the situations, very, very funny.  All four books are at the top of my  recommended reading list (I am a children's librarian).  Enjoy, and keep  waiting for the 5th volume to come out!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&filterByStar=five_star&pageNumber=69&reviewerType=all_reviews
1556763605-52|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Italo Perazzoli|So Real|29-May-12|"Reading ""A Series of Unfortunate Events: The Bad Beginning"" I found a correlation to ""Once"" written by Morris Gleitzman.

The main argument of these novels are the suffering of child in a society affected by thirsty of power and individualism, which is masterfully described by Gleitzman

""You know how"" against the more descriptive and less confidential described by Lemony Snicket i.e.

""Unless you have been very, very lucky, you have undoubtedly experienced events in your life that have made you cry. So unless you have been very, very lucky, you know that a good, long session of weeping can often make you feel better, even if your circumstances have not changed one bit. So it was with the Baudelair orphans""  (A Series of Unfortunate Events, Lemoy Snicket, page 57)

The plot of A series of unfortunate events is quite different here the main characters are: Violet, Klaus and Sunny Baudelaire due to a domestic accident they have lost their parents the beginning of their unhuman suffering summarised in the first paragraph and in particular Violet,  the future heir of a considerable sum of money.

For Klaus reading is a fundamental step for the developing of the society if you read carefully you will be able to resolve any kind of difficulties and problems and even the reader is involved:

""There are many, many types of books in the world, which makes good sense, because there are many, many types of people, and everybody wants to read something different. For instance, people who hate stories in which terrible things happen to small children put this book down immediately"" (A Series of Unfortunate Events, Lemoy Snicket, page 83)

Philosophically speaking I think that there is a battle between the innocent world represented by Violet, Klaus and Sunny Baudelaire and the adult world inhabited by Mr. Poe and his dirty house (like his soul), Count Olaf (the devil) the winner will be described at the end."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews
1556763639-205|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|MacGuru96|Perfect!|15-Oct-13|Just what I was hoping for.  I had been eyeing the Egmont version of the books ever since I first laid eyes upon them, and now I am on my way to finishing the collection up.  Excellent condition, excellent shipping time (and cost).  Brilliant.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews
1556763692-443|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|tvtv3|And So the Story Begins.|1-Nov-04|"Dear Reader,

THE BAD BEGINNING is the first of a series of books entitled ""A Series of Unfortunate Events.""  The author, Lemony Snicket (whose real name is Daniel Handler) warns the reader several times: on the back cover of the book, in the opening section of the book, and several times throughout the book; that the book is ""extremely unpleasant"" and if you like nice, fluffy, happy stories that you should put the book down and read something else.

THE BAD BEGINNING briefly explains how the three Baudelaire children-Violet, Klaus, and Sunny-became orphans, how the first met their evil relative Count Olaf, Count Olaf's first scheme at stealing their money, and how they moved from one series of unfortunate events to another.

THE BAD BEGINNING is not the typical ""children's book."" In fact, if a child hasn't been exposed to much classical literature, fairy tales, or life experiences, they probably shouldn't be reading the book at all because it might frighten them by exposing them to all the nastiness in the world.  However, if a child has read any classical literature or fairy tales (where there is all kinds of violence and bad things going on) or has had a lot of life experiences (my grandfather died when I was in the 3rd grade) then they might actually enjoy reading THE BAD BEGINNING.

Mr. Snicket has a delightful time with language and a child's vocabulary is sure to increase after having read THE BAD BEGINNING. They also might learn a thing or two (though they might not be able to understand what they learn) about law and justice.  They are sure to find themselves saddened by the unfortunate state of the Baudelaire siblings, yet somewhat uplifted by knowing that as troublesome as their lives might be, the Baudelaire orphans have it much worse.

Still, children probably shouldn't be reading THE BAD BEGINNING at all. It's a book that youth in their teens and young adults would probably enjoy and benefit from reading the most. Unfortunately people that age are often ashamed of reading and fear of their lives becoming unfortunate by reading such a book like THE BAD BEGINNING will probably prevent them from learning the lessons found therein. Such a shame. I hope the Baudelaire children find happiness sometime.

Sincerely,

Uncle TV"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews
1556763599-27|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|silky69|Great for adults too!|27-Oct-13|This is the first book in the series and once you read it, you will get hooked. My son was reading these in elementary school and would start talkiing about the story line at home.  It was a great way to have a really interesting conversation with him, as the characters are quite interesting, and you really fear for the children's safety.  This is one series that will never get old or forgotten.  It has become a children's classic.  The first book, Bad Beginnings is my favorite.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews
1556763625-143|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amanda Louise Smith|Better than the movie|1-Apr-14|Well written and a great way to teach young readers some vocabulary. I found the book to be better than the movie that is based off of the first 3 books in the series|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews
1556763617-104|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ajh|My childhood was filled with these books and they influenced ...|12-Nov-15|My childhood was filled with these books and they influenced me heavily as an artist today with their dark stories!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews
1556763736-643|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Christine|GREAT!!|15-Jun-01|I want to start out by saying that all of the Lemony Snicket books are great.  They're funny and interesting.  One of the great things about these books is that they aren't funny in the ways that most books are, if you were just looking for humor in normal places, these books wouldn't be half as good.  However, if you read carefully, you will see how humorous they really are.  Also, things that would be mildly sad in other books are some of the things that make these books good.  Otherwise sad things can even be funny.  As a Harry Potter obsesive, I think that these books aren't quite as good as Harry Potter, but they're close.  They are good books to read while waiting for future Harry Potter books.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=five_star&pageNumber=65&reviewerType=all_reviews
