web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||
"1556766679-5099,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,B. Le,Emotional Ending,21-Oct-06,""This is the only book in the series that actually has thought and emotion in the story. It made me cry to see that count olaf actually did a decent deed before he died. All in all, a great read."|||||||||||||
|||||||||||||
If you were expecting answers and didn't get it| you would have to look really carefully. Either that or you didn't read the whole series. And the sugar bowl thing was quite obvious anyways and didn't need to be added to the story.||||||||||||
|||||||||||||
Count Olaf actually has feelings. I love the way he kissed Kit in the end. It showed that he actually feels sympathy over the children and other members of VFD.|||||||||||||
|||||||||||||
"Not to ruin you with the plot, I will give you three hints only. Beatrice Bauldelaire, """"Lemony Baudelaire"""", and Beatrice Snicket."|||||||||||||
|||||||||||||
The end of the End is the beginning of the beginning of the middle to the end of all schism| but it is certainly not the end in the end of the Baudelaire's life because the beginning of the beginning of the beginning of the mysteries of their lives are at the beginning of the beginning of all schism| and will end in the end of the end of all their next generations. So nothing can have a beginning or an end| but it can have a start and a denouement. LOL.||||||||||
|||||||||||||
"Oh, and denouement is pronounce de-no-ma!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"|||||||||||||
1556766668-5061|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Viet T Dao|Five Stars|28-Mar-18|My Kid loves the series!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||
1556766652-4986|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|TheLibrarian|Made a wonderful gift for a friend's nepehews.|14-Sep-13|Lemony Snicket is an incredible author and the children loved the series (the adults didn't mind reading it either!). Great!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews|||||
"1556766693-5157,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Jedi Master Snicket,A great finish the a great series (this is a spoilerless review),16-Oct-06,""This book was amazing, and though it left some questions unanswered, I will let you know thaty a book is coming out next year titled """"Horseraddish: Bitter Truths You Can't Avoid""""."|||||||||||||
|||||||||||||
"The end of The End is the begining in many ways, and you will NOT be disappointed."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews"|||||||||||||
1556766643-4945|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Bunny|Five Stars|29-Jan-18|Came quickly!  Brand new!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews|||||
1556766662-5031|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|BB. bush|Sad|23-Jul-13|It was sad but is was very good! I highly recommend It! It was not what I expected and it was very unfortunate.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews|||||
"1556766652-4983,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,ReaderBooks,The only possible ending.,2-Sep-15,""Not the end, but a perfect ending. Irony. You have to love that."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"|||||||||||||
"1556766659-5017,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Unknown,Awesome,23-May-13,""This series are the best ever. I am so sad I finished it"|||||||||||||
"I TOTALLY RECOMMEND THIS SERIES. SOOOOOO GOOD"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"|||||||||||||
"1556766655-5000,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,supermom,""The End (A Series of Unfortunate Events, Book 13)"",23-Nov-12,I love this series and so do my children. I recommend reading the series to any school-aged child beginning in the 3rd grade. The stories are full of wonder and imagination and my children always look forward to reading the next book.,5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews"|||||||||||||
1556766684-5116|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sarah  Karaces|this book is awesome|27-Mar-17|i love this book. it is the best book i have ever read . there is so much sadness and very little happyness . do not read any former if you have not read the books yet because i might tell you that the end . so at the end count guy died . so i give this book on a scale 1-10 i give this book 28 stars|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews|||||
1556766648-4965|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mt|A book for thought|3-Mar-15|Author has good plot with unpected ending and keeps you wonder|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews|||||
"1556766690-5142,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Marissa,Unfortunate Events #13 read series today!.......,14-Apr-12,""I love this book and the rest of the series, i love how I  get so anxious to read on! I love to read and some books dont intrest me but I love these books and the author! I give all 13 books 5 stars! Hope you enjoy the story, read the series today!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews"|||||||||||||
"1556766690-5146,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Debbie Michaels,The End is fitting...,15-Oct-06,""A Series of Unfortunate Events is a series I've unfortunately followed for a long time. Every book I snap up, hungrier for the next. So when The End was approaching, I panicked. Seeing a long-beloved series end is something I've always regretted, and yet, this book not only answers all the questions (read carefully, fellow readers), but makes you cry."|||||||||||||
|||||||||||||
With all due respect|||||||||||||
|||||||||||||
"Ryan Michaels"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews"|||||||||||||
"1556766675-5073,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Michael S. Kraus,No Happy Ending,10-Apr-17,""This installment was difficult for me to write because I did not want to spoil The End for you, dear reader.  Read On."|||||||||||||
|||||||||||||
After escaping the fire at the Hotel Denouement| the Baudelaires find themselves at sea with Count Olaf.  Due the great schism| the V.F.D. has been divided into good and evil factions.  The fire was a result of the orphans escape from the hotel; the last safe place.|||||||||||
|||||||||||||
After surviving  a horrible storm| the Baudelaires and the Count| are washed up on the coastal self| along with a fantastic array of flotsam.||||||||||
|||||||||||||
An island is nearby.  This island is inhabited by people who desire simple life in peace and safety| far away from the dangers and treachery of the outside world.||||||||||||
|||||||||||||
"The island is ruled by a facilitator who uses peer pressure to ensure that no one """"rocks the boat."""""|||||||||||||
|||||||||||||
The orphans choose to live on the island.  They especially appreciate the fact that the islanders will not allow Olaf on the island.|||||||||||||
|||||||||||||
But the safety and security of the island comes at a price.  There are secrets.  When the islanders decide to mutiny| some spores of the deadly Medusoid Mycelium fungus (From the Grim Grotto) are released every one on the island must make a life or death decision.||||||||||||
|||||||||||||
At The End| we learn the truth about the orphans' parents. We learn about Kit Snicket.  And we learn about the narrator| Lemony Snicket.|||||||||||
|||||||||||||
No cavalry coming over the hill.  No secret discovery.  No happy ending.|||||||||||||
|||||||||||||
I strongly encourage you to read the series in order.|||||||||||||
|||||||||||||
"I just might get a commonplace book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||
"1556766659-5019,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mademoiselle_dee,Great!,19-Dec-11,""I ordered this & the Gloom Looms at the same time, & this came in before the set, which was tempting. The book is in great condition, & the shipping was speedy. I'm so happy to own this but I don't want to finish the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"|||||||||||||
"1556766671-5070,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Dottie Randazzo,I loved this book,5-Nov-06,""I think that this is the best of the 13 books written in the series. A real page turner and highly recommended. It doesn't answer all the questions, but who knows, maybe a future book will."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"|||||||||||||
1556766668-5057|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|David Joel Viera Lozada|... a gift for my daughter in law and she love it!|11-Feb-18|That was a gift for my daughter in law and she love it!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||
