web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||
1556764735-1523|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kim|I am so glad we found these|1-Sep-15|My daughter is 9 and loves this series.  She has been very hard to find a series of books that she is into.  I am so glad we found these!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||
1556764746-1567|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Zoltan Palffy|Five Stars|10-Mar-16|Made our 7 year old fall in love with reading :)|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||
1556764753-1601|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Ashley Suzzane hatch|Loved it|5-Jan-15|It was a sad and emotion story but along the lines it was great. And I will all ways love the books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews||
1556764746-1573|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Daphney|LOVE THIS!!!!!!! :)|26-Jan-17|My favorite series!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||
"1556764741-1552,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Karen D. Larry-Moyer,This series is so wonderfully gloomy and tongue in cheek,19-Feb-02,""Not much to say except like Books 1 and 2 are winners, I hope that this series brings as many children back into the library as the Harry Potter series has. This is a keeper."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"||||||||||
1556764755-1609|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Carolyn Vasisko|Amazing|21-Jun-13|It was  a awesome book.. I read it every day and never wanted to stop reading it. The book is awesome.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||
"1556764766-1664,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,alice wongp.6,Book Review,25-Mar-02,""Assuming that this book would be as successful as the first two, I picked it up at the bookstore. I couldn't wait to read what unfortuante event was going to happen next for these three orphans. An aunt afraid of everything?! That IS terribly unfortunate!"||||||||||
The characters (once again) are Violet| Claus| and Sunny. They are the three orphans that have an evil man chasing after their tails and their fortune. This time| they end up with their Aunt Josephine| who is afraid of practically anything. That means she's afraid of stoves| telephones| and even realtors!||||
"I really like this book becuase the plot is mysterious and exciting. I love the suspense when they try to decode the letter and found out what it actually meant. It just hit me! This book's conculsion jumps out at you with an amazing...SUPRISE!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||
1556764750-1586|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Maria|the wide window|21-Dec-14|I loved everything in the book especially how the book never have a happy ending. I think that this is my favorite book of the series so far and I cn wait to read more.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews||
"1556764766-1663,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Kindle Customer,COUNT OLAF IS DISPICABLE!!,13-Jan-05,""These are really good children's books.  I don't usually read one children's book after another.  I'm the kind that reads technical computer manuals, star trek, and political science junk for enjoyment.  This is the first 'series' that, unfortunately, breaks the mold.  I'm going to read the whole set, which will be a first.  If you think there will be a happy ending then don't buy these books, because none of them have a happy ending!  If something bad will happen, it will.  Like the author says, if you want to read a story with a happy ending, then stop reading and find another book."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||
1556764737-1535|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Great|7-Apr-18|My favorite mystery book of the lemony sticket unfortunate event series and favorite book I love mystery books especially this one|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||
1556764777-1715|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|kara mayfield|Five Stars|7-Nov-17|i love it!!!!!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=five_star&pageNumber=22&reviewerType=all_reviews||
1556764748-1578|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Fabrizio|Awesome|2-Feb-13|This book is very good and it has taught me a lot. I would recommend this book to anybody in the world.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews||
"1556764779-1720,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,bernie (xyzzy),Its... (Oops) it's simply marvelous,25-Nov-16,""Once again the three Baudelaire orphans are shipped off to a distant relative, Aunt Josephine. Aunt Josephine is afraid of just about everything and everyone. This makes for a most unique lifestyle. The one exception to her fear of people is Captain Sham (and we all know who he is.) Prepare to join them on their unhappy journey and be ware of the """"Lachrymose leaches."""""||||||||||
In case you missed reading the previous two books in the series you are brought up to date in the first few pages of this story.||||||||||
||||||||||
Lemony does it again using the formula that gives these chapter books a life of their own. We look forward to his writing style and his double entendre (which in this case means is a figure of speech similar to the pun| in which a spoken phrase can be understood in either of two ways) has shades of Bullwinkle.|||||||||
||||||||||
"If you also pick up the recording narrated by Lemony himself you will find him adequate, which in this case is sufficient, But no Tim Curry, to the task."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=five_star&pageNumber=23&reviewerType=all_reviews"||||||||||
"1556764732-1512,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Bon,My kids love this series,1-Dec-18,""My 21 year old daughter loved this series as a child, now my 11 year old is reading it."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews"||||||||||
"1556764766-1660,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Birches Kate Harney,Fasinating Book!!!!,8-May-14,""The Wide Widow takes you through times that you would think no one could ever survive. But three children named Violet, Klaus and Sunny can manage it. They have to crack a code to get away from their dreaded Count Olaf, who just wants their fortune. Looking on the bright side the children sail through a storm to find their Aunt Josephine when they find that there Aunt is planning to stay in the cave they need to think fast! They know that Count  Olaf will be coming soon. This book is a page turner because of the danger the children half to face and the steps they have to take to uncover the truth. I hope that you love this book as much as I did and that this book was the right book for you, like it was for me."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||
"1556764773-1695,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Sandra Camden,Amazing. I just can't get enough of Lemony Snicket!,11-Mar-13,""Oh my goodness! You've done it again, LS! Having read only the first three books in the series, I still think that Lemony Snicket is one of my all time favorite authors!! Takes my breath away with the suspense and gets my heart pumping! I love it!!!!!! Can't wait to read all the other books!!!!!!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews"||||||||||
"1556764762-1644,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,felixthecat,Another consequence,1-May-11,""I believe one of the morals of this story is, be grateful for the parents you have. In a world were """"there is nothing to eat in the house"""" is too typically just code for """"there is nothing in the house I am in the mood for"""" this book could potentially offer a shift of perspective for young readers. The writer knows a lot about rhetorical analysis, so this book series might also be useful for kids to learn about the darker sides of communication, which will face them in different situations for the rest of their lives. The bright side of the story is that no matter how unreal the pain and suffering becomes in the lives of the Baudelaire children, they take care of one another and adamantly refuse to take things out on each other."||||||||||
||||||||||
This might not be the right story book for your kid| each one is unique and needs individual attention and care. This might be a good book to read along with your child| because many of life's more difficult issues will come into focus while reading it| it could be a chance to talk with your young reader about those issues.|||||||
||||||||||
"Let me know if this helps anyone. Morgan."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||
